"orgs_short","Freq"
"Streptomyces baarnensis",1
"Streptomyces bingchenggensis",1
"Streptomyces bobili",1
"Streptomyces bottropensis",1
"Streptomyces brasiliensis",1
"Streptomyces bungoensis",1
"Streptomyces caatingaensis",1
"Streptomyces cacaoi",1
"Streptomyces caelestis",1
"Streptomyces caeruleatus",1
"Streptomyces carpinensis",1
"Streptomyces castelarensis",1
"Streptomyces catenulae",1
"Streptomyces cellostaticus",1
"Streptomyces celluloflavus",1
"Streptomyces cellulosae",1
"Streptomyces chattanoogensis",1
"Streptomyces chilikensis",1
"Streptomyces chrestomyceticus",1
"Streptomyces cinnabarinus",1
"Streptomyces cinnamoneus",1
"Streptomyces ciscaucasicus",1
"Streptomyces coelicoflavus",1
"Streptomyces coelicolor",1
"Streptomyces collinus",1
"Streptomyces corchorusii",1
"Streptomyces curacoi",1
"Streptomyces cyaneofuscatus",1
"Streptomyces cyaneogriseus",1
"Streptomyces daghestanicus",1
"Streptomyces davawensis",1
"Streptomyces drozdowiczii",1
"Streptomyces endus",1
"Streptomyces erythrochromogenes",1
"Streptomyces fimicarius",1
"Streptomyces flaveolus",1
"Streptomyces flavidovirens",1
"Streptomyces flavochromogenes",1
"Streptomyces flavotricini",1
"Streptomyces flavovariabilis",1
"Streptomyces flavovirens",1
"Streptomyces flocculus",1
"Streptomyces floridae",1
"Streptomyces fulvissimus",1
"Streptomyces fulvoviolaceus",1
"Streptomyces fulvoviridis",1
"Streptomyces galbus",1
"Streptomyces gancidicus",1
"Streptomyces ghanaensis",1
"Streptomyces gibsonii",1
"Streptomyces gilvigriseus",1
"Streptomyces gilvosporeus",1
"Streptomyces glauciniger",1
"Streptomyces graminilatus",1
"Streptomyces graminis",1
"Streptomyces griseoaurantiacus",1
"Streptomyces griseochromogenes",1
"Streptomyces griseolus",1
"Streptomyces griseoluteus",1
"Streptomyces griseoplanus",1
"Streptomyces griseorubens",1
"Streptomyces griseorubiginosus",1
"Streptomyces guanduensis",1
"Streptomyces halstedii",1
"Streptomyces harbinensis",1
"Streptomyces himastatinicus",1
"Streptomyces hokutonensis",1
"Streptomyces humi",1
"Streptomyces hyaluromycini",1
"Streptomyces iakyrus",1
"Streptomyces incarnatus",1
"Streptomyces indicus",1
"Streptomyces ipomoeae",1
"Streptomyces iranensis",1
"Streptomyces jeddahensis",1
"Streptomyces jietaisiensis",1
"Streptomyces kanamyceticus",1
"Streptomyces kanasensis",1
"Streptomyces kasugaensis",1
"Streptomyces kebangsaanensis",1
"Streptomyces laurentii",1
"Streptomyces lavenduligriseus",1
"Streptomyces lilacinus",1
"Streptomyces lincolnensis",1
"Streptomyces longwoodensis",1
"Streptomyces lucensis",1
"Streptomyces luridiscabiei",1
"Streptomyces lushanensis",1
"Streptomyces luteocolor",1
"Streptomyces luteus",1
"Streptomyces lysosuperificus",1
"Streptomyces malaysiense",1
"Streptomyces mangrovisoli",1
"Streptomyces mediolani",1
"Streptomyces megasporus",1
"Streptomyces melanosporofaciens",1
"Streptomyces mexicanus",1
"Streptomyces milbemycinicus",1
"Streptomyces minutiscleroticus",1
"Streptomyces mobaraensis",1
"Streptomyces monomycini",1
"Streptomyces murinus",1
"Streptomyces mutomycini",1
"Streptomyces naganishii",1
"Streptomyces neyagawaensis",1
"Streptomyces niger",1
"Streptomyces niveiscabiei",1
"Streptomyces nodosus",1
"Streptomyces noursei",1
"Streptomyces novaecaesareae",1
"Streptomyces oceani",1
"Streptomyces ochraceiscleroticus",1
"Streptomyces olindensis",1
"Streptomyces ossamyceticus",1
"Streptomyces parvulus",1
"Streptomyces pathocidini",1
"Streptomyces paucisporeus",1
"Streptomyces peruviensis",1
"Streptomyces peucetius",1
"Streptomyces phaeochromogenes",1
"Streptomyces phaeofaciens",1
"Streptomyces phaeoluteigriseus",1
"Streptomyces phaeopurpureus",1
"Streptomyces pharetrae",1
"Streptomyces pini",1
"Streptomyces platensis",1
"Streptomyces pratensis",1
"Streptomyces prunicolor",1
"Streptomyces pseudogriseolus",1
"Streptomyces pseudovenezuelae",1
"Streptomyces purpeofuscus",1
"Streptomyces purpureus",1
"Streptomyces purpurogeneiscleroticus",1
"Streptomyces radiopugnans",1
"Streptomyces rangoonensis",1
"Streptomyces rapamycinicus",1
"Streptomyces recifensis",1
"Streptomyces regalis",1
"Streptomyces regensis",1
"Streptomyces reticuli",1
"Streptomyces reticuliscabiei",1
"Streptomyces rhizosphaericus",1
"Streptomyces rochei",1
"Streptomyces roseochromogenus",1
"Streptomyces roseoverticillatus",1
"Streptomyces roseus",1
"Streptomyces rubrolavendulae",1
"Streptomyces sampsonii",1
"Streptomyces scopuliridis",1
"Streptomyces seoulensis",1
"Streptomyces silvensis",1
"Streptomyces somaliensis",1
"Streptomyces sp. 1222.5",1
"Streptomyces sp. 13-12-16",1
"Streptomyces sp. 136MFCol5.1",1
"Streptomyces sp. 142MFCol3.1",1
"Streptomyces sp. 150FB",1
"Streptomyces sp. 1H-SSA4",1
"Streptomyces sp. 2112.2",1
"Streptomyces sp. 2112.3",1
"Streptomyces sp. 2114.2",1
"Streptomyces sp. 2114.4",1
"Streptomyces sp. 2131.1",1
"Streptomyces sp. 2133.1",1
"Streptomyces sp. 2224.1",1
"Streptomyces sp. 2231.1",1
"Streptomyces sp. 2314.4",1
"Streptomyces sp. 2321.6",1
"Streptomyces sp. 2323.1",1
"Streptomyces sp. 2R",1
"Streptomyces sp. 303MFCol5.2",1
"Streptomyces sp. 3124.6",1
"Streptomyces sp. 3211",1
"Streptomyces sp. 3213",1
"Streptomyces sp. 351MFTsu5.1",1
"Streptomyces sp. 4F",1
"Streptomyces sp. 769",1
"Streptomyces sp. 96-12",1
"Streptomyces sp. AA0539",1
"Streptomyces sp. AA1529",1
"Streptomyces sp. AA4",1
"Streptomyces sp. AcH",1
"Streptomyces sp. ACT-1",1
"Streptomyces sp. Ag109_O5-10",1
"Streptomyces sp. Ag82_O1-15",1
"Streptomyces sp. alain-838",1
"Streptomyces sp. Alain-F2R5",1
"Streptomyces sp. Amel2xC10",1
"Streptomyces sp. Amel2xE9",1
"Streptomyces sp. AmelKG-A3",1
"Streptomyces sp. AmelKG-D3",1
"Streptomyces sp. AmelKG-E11A",1
"Streptomyces sp. AS58",1
"Streptomyces sp. ATexAB-D23",1
"Streptomyces sp. AVP053U2",1
"Streptomyces sp. AW19M42",1
"Streptomyces sp. B9173",1
"Streptomyces sp. BF-3",1
"Streptomyces sp. BoleA5",1
"Streptomyces sp. BpilaLS-43",1
"Streptomyces sp. BvitLS-983",1
"Streptomyces sp. C",1
"Streptomyces sp. CB00072",1
"Streptomyces sp. CB00316",1
"Streptomyces sp. CB00455",1
"Streptomyces sp. CB01249",1
"Streptomyces sp. CB01580",1
"Streptomyces sp. CB01883",1
"Streptomyces sp. CB02009",1
"Streptomyces sp. CB02056",1
"Streptomyces sp. CB02058",1
"Streptomyces sp. CB02115",1
"Streptomyces sp. CB02130",1
"Streptomyces sp. CB02261",1
"Streptomyces sp. CB02366",1
"Streptomyces sp. CB02400",1
"Streptomyces sp. CB02414",1
"Streptomyces sp. CB02460",1
"Streptomyces sp. CB02488",1
"Streptomyces sp. CB02923",1
"Streptomyces sp. CB03234",1
"Streptomyces sp. CB03238",1
"Streptomyces sp. CB03578",1
"Streptomyces sp. CB03911",1
"Streptomyces sp. CC53",1
"Streptomyces sp. CC71",1
"Streptomyces sp. CC77",1
"Streptomyces sp. CcalMP-8W",1
"Streptomyces sp. CCM_MD2014",1
"Streptomyces sp. CdTB01",1
"Streptomyces sp. cf124",1
"Streptomyces sp. cf386",1
"Streptomyces sp. CFMR",1
"Streptomyces sp. CLI2509",1
"Streptomyces sp. Cmuel-A718b",1
"Streptomyces sp. CNB091",1
"Streptomyces sp. CNH099",1
"Streptomyces sp. CNH189",1
"Streptomyces sp. CNH287",1
"Streptomyces sp. CNQ-509",1
"Streptomyces sp. CNQ-525",1
"Streptomyces sp. CNQ329",1
"Streptomyces sp. CNQ431",1
"Streptomyces sp. CNQ766",1
"Streptomyces sp. CNQ865",1
"Streptomyces sp. CNR698",1
"Streptomyces sp. CNS335",1
"Streptomyces sp. CNS606",1
"Streptomyces sp. CNS615",1
"Streptomyces sp. CNS654",1
"Streptomyces sp. CNT302",1
"Streptomyces sp. CNT318",1
"Streptomyces sp. CNT360",1
"Streptomyces sp. CNT371",1
"Streptomyces sp. CNT372",1
"Streptomyces sp. CNY228",1
"Streptomyces sp. CNY243",1
"Streptomyces sp. CS057",1
"Streptomyces sp. CS113",1
"Streptomyces sp. CS159",1
"Streptomyces sp. CS227",1
"Streptomyces sp. CT34",1
"Streptomyces sp. DconLS",1
"Streptomyces sp. DfronAA-171",1
"Streptomyces sp. DI166",1
"Streptomyces sp. di188",1
"Streptomyces sp. di50b",1
"Streptomyces sp. DpondAA-B6",1
"Streptomyces sp. DpondAA-D4",1
"Streptomyces sp. DpondAA-F4",1
"Streptomyces sp. DpondAA-F4a",1
"Streptomyces sp. DSM",1
"Streptomyces sp. DvalAA-14",1
"Streptomyces sp. DvalAA-19",1
"Streptomyces sp. DvalAA-43",1
"Streptomyces sp. DvalAA-83",1
"Streptomyces sp. e14",1
"Streptomyces sp. EN16",1
"Streptomyces sp. EN23",1
"Streptomyces sp. EN27",1
"Streptomyces sp. ERV7",1
"Streptomyces sp. F-1",1
"Streptomyces sp. F-3",1
"Streptomyces sp. F-7",1
"Streptomyces sp. FBKL.4005",1
"Streptomyces sp. fd1-xmd",1
"Streptomyces sp. FR-008",1
"Streptomyces sp. FxanaA7",1
"Streptomyces sp. FxanaC1",1
"Streptomyces sp. FxanaD5",1
"Streptomyces sp. FXJ1.172",1
"Streptomyces sp. FXJ7.023",1
"Streptomyces sp. GBA",1
"Streptomyces sp. GKU",1
"Streptomyces sp. GXT6",1
"Streptomyces sp. H-KF8",1
"Streptomyces sp. H021",1
"Streptomyces sp. H036",1
"Streptomyces sp. HCCB10043",1
"Streptomyces sp. HGB0020",1
"Streptomyces sp. HmicA12",1
"Streptomyces sp. HNS054",1
"Streptomyces sp. HPH0547",1
"Streptomyces sp. IB2014",1
"Streptomyces sp. IGB124",1
"Streptomyces sp. IgraMP-1",1
"Streptomyces sp. JHA19",1
"Streptomyces sp. JHA26",1
"Streptomyces sp. JS01",1
"Streptomyces sp. KE1",1
"Streptomyces sp. KhCrAH-244",1
"Streptomyces sp. KhCrAH-337",1
"Streptomyces sp. KhCrAH-340",1
"Streptomyces sp. KhCrAH-40",1
"Streptomyces sp. KS_16",1
"Streptomyces sp. KS_5",1
"Streptomyces sp. LamerLS-316",1
"Streptomyces sp. LamerLS-31b",1
"Streptomyces sp. LaPpAH-108",1
"Streptomyces sp. LaPpAH-165",1
"Streptomyces sp. LaPpAH-199",1
"Streptomyces sp. LaPpAH-202",1
"Streptomyces sp. LaPpAH-95",1
"Streptomyces sp. LcepLS",1
"Streptomyces sp. LUP30",1
"Streptomyces sp. LUP47B",1
"Streptomyces sp. M10",1
"Streptomyces sp. M1013",1
"Streptomyces sp. M41(2017)",1
"Streptomyces sp. MBT28",1
"Streptomyces sp. MBT76",1
"Streptomyces sp. Mg1",1
"Streptomyces sp. MJM1172",1
"Streptomyces sp. MJM8645",1
"Streptomyces sp. MMG1064",1
"Streptomyces sp. MMG1121",1
"Streptomyces sp. MMG1522",1
"Streptomyces sp. MMG1533",1
"Streptomyces sp. MnatMP-M17",1
"Streptomyces sp. MnatMP-M27",1
"Streptomyces sp. MnatMP-M77",1
"Streptomyces sp. MNU77",1
"Streptomyces sp. MOE7",1
"Streptomyces sp. MP131-18",1
"Streptomyces sp. MspMP-M5",1
"Streptomyces sp. NBS",1
"Streptomyces sp. Ncost-T10-10d",1
"Streptomyces sp. Ncost-T6T-1",1
"Streptomyces sp. Ncost-T6T-2b",1
"Streptomyces sp. NTK",1
"Streptomyces sp. ok210",1
"Streptomyces sp. OspMP-M43",1
"Streptomyces sp. OspMP-M45",1
"Streptomyces sp. PalvLS-984",1
"Streptomyces sp. PAMC26508",1
"Streptomyces sp. PAN_FS17",1
"Streptomyces sp. PBH53",1
"Streptomyces sp. PCS3-D2",1
"Streptomyces sp. PgraA7",1
"Streptomyces sp. PP-C42",1
"Streptomyces sp. PpalLS-921",1
"Streptomyces sp. PRh5",1
"Streptomyces sp. PsTaAH-124",1
"Streptomyces sp. PTY087I2",1
"Streptomyces sp. PVA",1
"Streptomyces sp. Root1295",1
"Streptomyces sp. Root1304",1
"Streptomyces sp. Root1310",1
"Streptomyces sp. Root1319",1
"Streptomyces sp. Root264",1
"Streptomyces sp. Root369",1
"Streptomyces sp. Root431",1
"Streptomyces sp. Root55",1
"Streptomyces sp. Root63",1
"Streptomyces sp. Root66D1",1
"Streptomyces sp. RSD-27",1
"Streptomyces sp. RTd22",1
"Streptomyces sp. RV15",1
"Streptomyces sp. S10(2016)",1
"Streptomyces sp. S4",1
"Streptomyces sp. S8",1
"Streptomyces sp. SA15",1
"Streptomyces sp. SA3_actF",1
"Streptomyces sp. SA3_actG",1
"Streptomyces sp. SAT1",1
"Streptomyces sp. SBT349",1
"Streptomyces sp. ScaeMP-6W",1
"Streptomyces sp. ScaeMP-e10",1
"Streptomyces sp. ScaeMP-e48",1
"Streptomyces sp. ScaeMP-e83",1
"Streptomyces sp. SceaMP-e96",1
"Streptomyces sp. SCSIO",1
"Streptomyces sp. Sge12",1
"Streptomyces sp. SirexAA-E",1
"Streptomyces sp. SM8",1
"Streptomyces sp. SolWspMP-5a-2",1
"Streptomyces sp. SolWspMP-sol2th",1
"Streptomyces sp. SolWspMP-sol7th",1
"Streptomyces sp. SPB074",1
"Streptomyces sp. SPB78",1
"Streptomyces sp. SPMA113",1
"Streptomyces sp. SS",1
"Streptomyces sp. SS07",1
"Streptomyces sp. TAA040",1
"Streptomyces sp. TAA204",1
"Streptomyces sp. TAA486",1
"Streptomyces sp. Termitarium-T10T-6",1
"Streptomyces sp. TLI_053",1
"Streptomyces sp. TLI_105",1
"Streptomyces sp. TLI_235",1
"Streptomyces sp. TN58",1
"Streptomyces sp. TOR3209",1
"Streptomyces sp. TP-A0356",1
"Streptomyces sp. TP-A0874",1
"Streptomyces sp. TP-A0875",1
"Streptomyces sp. TSRI0107",1
"Streptomyces sp. TSRI0261",1
"Streptomyces sp. TSRI0281",1
"Streptomyces sp. TSRI0395",1
"Streptomyces sp. TSRI0445",1
"Streptomyces sp. Tu",1
"Streptomyces sp. Tu6071",1
"Streptomyces sp. Tue6028",1
"Streptomyces sp. Tue6075",1
"Streptomyces sp. TverLS-915",1
"Streptomyces sp. UNC401CLCol",1
"Streptomyces sp. URHA0041",1
"Streptomyces sp. W007",1
"Streptomyces sp. WAC00263",1
"Streptomyces sp. WAC04657",1
"Streptomyces sp. Wb2n-11",1
"Streptomyces sp. Wigar10",1
"Streptomyces sp. WM4235",1
"Streptomyces sp. WM6349",1
"Streptomyces sp. WM6368",1
"Streptomyces sp. WM6372",1
"Streptomyces sp. WM6373",1
"Streptomyces sp. WM6378",1
"Streptomyces sp. WM6386",1
"Streptomyces sp. WM6391",1
"Streptomyces sp. WZ.A104",1
"Streptomyces sp. XY006",1
"Streptomyces sp. XY152",1
"Streptomyces sp. XY332",1
"Streptomyces sp. XY37",1
"Streptomyces sp. XY413",1
"Streptomyces sp. XY431",1
"Streptomyces sp. XY511",1
"Streptomyces sp. XY533",1
"Streptomyces sp. XY58",1
"Streptomyces sp. XY593",1
"Streptomyces sp. XY66",1
"Streptomyces sp. yr375",1
"Streptomyces specialis",1
"Streptomyces speibonae",1
"Streptomyces subrutilus",1
"Streptomyces sulphureus",1
"Streptomyces sviceus",1
"Streptomyces swartbergensis",1
"Streptomyces thermolilacinus",1
"Streptomyces thermotolerans",1
"Streptomyces thermovulgaris",1
"Streptomyces torulosus",1
"Streptomyces toyocaensis",1
"Streptomyces tricolor",1
"Streptomyces uncialis",1
"Streptomyces variegatus",1
"Streptomyces vietnamensis",1
"Streptomyces violaceorubidus",1
"Streptomyces violaceus",1
"Streptomyces violens",1
"Streptomyces viridifaciens",1
"Streptomyces wadayamensis",1
"Streptomyces wedmorensis",1
"Streptomyces wuyuanensis",1
"Streptomyces xiamenensis",1
"Streptomyces xiaopingdaonensis",1
"Streptomyces xinghaiensis",1
"Streptomyces xylophagus",1
"Streptomyces yangpuensis",1
"Streptomyces yeochonensis",1
"Streptomyces yerevanensis",1
"Streptomyces yokosukanensis",1
"Streptomyces yunnanensis",1
"Streptomyces zinciresistens",1
"Streptomycetaceae bacterium",1
"Streptosporangium amethystogenes",1
"Streptosporangium canum",1
"Streptosporangium sp. M26",1
"Streptosporangium subroseum",1
"Subdoligranulum sp. 4_3_54A2FAA",1
"Subdoligranulum sp. 60_17",1
"Subdoligranulum sp. CAG-314",1
"Subdoligranulum variabile",1
"Succinatimonas hippei",1
"Succinatimonas sp. CAG-777",1
"Succinimonas amylolytica",1
"Succinispira mobilis",1
"Succinivibrio sp. Phil9",1
"Succinivibrionaceae bacterium",1
"Sulfitobacter brevis",1
"Sulfitobacter delicatus",1
"Sulfitobacter dubius",1
"Sulfitobacter guttiformis",1
"Sulfitobacter litoralis",1
"Sulfitobacter marinus",1
"Sulfitobacter noctilucae",1
"Sulfitobacter noctilucicola",1
"Sulfitobacter sp. 20_GPM-1509m",1
"Sulfitobacter sp. AM1-D1",1
"Sulfitobacter sp. CB2047",1
"Sulfitobacter sp. EE-36",1
"Sulfitobacter sp. EhC04",1
"Sulfitobacter sp. HI0021",1
"Sulfitobacter sp. HI0023",1
"Sulfitobacter sp. HI0040",1
"Sulfitobacter sp. HI0054",1
"Sulfitobacter sp. HI0076",1
"Sulfitobacter sp. HI0082",1
"Sulfitobacter sp. HI0129",1
"Sulfitobacter sp. NAS-14.1",1
"Sulfitobacter sp. TMED3",1
"Sulfuricaulis limicola",1
"Sulfuricella denitrificans",1
"Sulfuricella sp. BIN3",1
"Sulfuricella sp. T08",1
"Sulfuricurvum kujiense",1
"Sulfuricurvum sp. 17-40-25",1
"Sulfuricurvum sp. 24-42-5",1
"Sulfuricurvum sp. GWF2_44_89",1
"Sulfuricurvum sp. MLSB",1
"Sulfuricurvum sp. PC08-66",1
"Sulfuricurvum sp. RIFCSPHIGHO2_02_FULL_43_9",1
"Sulfuricurvum sp. RIFCSPHIGHO2_12_FULL_44_8",1
"Sulfuricurvum sp. RIFCSPLOWO2_02_43_6",1
"Sulfuricurvum sp. RIFCSPLOWO2_02_FULL_43_45",1
"Sulfuricurvum sp. RIFCSPLOWO2_12_43_5",1
"Sulfuricurvum sp. RIFCSPLOWO2_12_FULL_43_24",1
"Sulfuricurvum sp. RIFOXYD12_FULL_44_77",1
"Sulfuricurvum sp. RIFOXYD2_FULL_44_160",1
"Sulfuriferula sp. AH1",1
"Sulfurifustis variabilis",1
"Sulfurihydrogenibium azorense",1
"Sulfurihydrogenibium sp. YO3AOP1",1
"Sulfurihydrogenibium subterraneum",1
"Sulfurihydrogenibium yellowstonense",1
"Sulfurimonas autotrophica",1
"Sulfurimonas denitrificans",1
"Sulfurimonas hongkongensis",1
"Sulfurimonas sp. GWF2_37_8",1
"Sulfurimonas sp. RIFCSPHIGHO2_12_FULL_36_9",1
"Sulfurimonas sp. RIFCSPLOWO2_02_FULL_36_28",1
"Sulfurimonas sp. RIFCSPLOWO2_12_36_12",1
"Sulfurimonas sp. RIFCSPLOWO2_12_FULL_34_6",1
"Sulfurimonas sp. RIFCSPLOWO2_12_FULL_36_74",1
"Sulfurimonas sp. RIFOXYB12_FULL_35_9",1
"Sulfurimonas sp. RIFOXYB2_FULL_37_5",1
"Sulfurimonas sp. RIFOXYC2_FULL_36_7",1
"Sulfurimonas sp. RIFOXYD12_FULL_33_39",1
"Sulfurimonas sp. RIFOXYD12_FULL_36_11",1
"Sulfurimonas sp. RIFOXYD2_FULL_34_21",1
"Sulfurimonas sp. RIFOXYD2_FULL_37_8",1
"Sulfuritalea hydrogenivorans",1
"Sulfurivirga caldicuralii",1
"Sulfurospirillum arcachonense",1
"Sulfurospirillum arsenophilum",1
"Sulfurospirillum barnesii",1
"Sulfurospirillum deleyianum",1
"Sulfurospirillum halorespirans",1
"Sulfurospirillum multivorans",1
"Sulfurospirillum sp. JPD-1",1
"Sulfurospirillum sp. MES",1
"Sulfurospirillum sp. SCADC",1
"Sulfurospirillum sp. SL2-1",1
"Sulfurospirillum sp. SL2-2",1
"Sulfurospirillum sp. UCH001",1
"Sulfurovum lithotrophicum",1
"Sulfurovum riftiae",1
"Sulfurovum sp. 16-42-52",1
"Sulfurovum sp. 17-42-90",1
"Sulfurovum sp. 24-42-9",1
"Sulfurovum sp. 28-43-6",1
"Sulfurovum sp. 35-42-20",1
"Sulfurovum sp. 39-42-12",1
"Sulfurovum sp. AR",1
"Sulfurovum sp. AS07-7",1
"Sulfurovum sp. enrichment",1
"Sulfurovum sp. FS06-10",1
"Sulfurovum sp. FS08-3",1
"Sulfurovum sp. NBC37-1",1
"Sulfurovum sp. PC08-66",1
"Sulfurovum sp. SCGC",1
"Sunxiuqinia dokdonensis",1
"Sunxiuqinia elliptica",1
"Sutterella parvirubra",1
"Sutterella sp. 54_7",1
"Sutterella sp. 63_29",1
"Sutterella sp. CAG-351",1
"Sutterella sp. CAG-397",1
"Sutterella sp. CAG-521",1
"Sutterella sp. KLE1602",1
"Suttonella ornithocola",1
"Synechococcus sp. 1G10",1
"Synechococcus sp. 7002",1
"Synechococcus sp. 8F6",1
"Synechococcus sp. BL107",1
"Synechococcus sp. BO",1
"Synechococcus sp. CB0101",1
"Synechococcus sp. CB0205",1
"Synechococcus sp. CC9311",1
"Synechococcus sp. CC9605",1
"Synechococcus sp. CC9616",1
"Synechococcus sp. CC9902",1
"Synechococcus sp. GFB01",1
"Synechococcus sp. JA-2-3B'a(2-13)",1
"Synechococcus sp. JA-3-3Ab",1
"Synechococcus sp. KORDI-100",1
"Synechococcus sp. KORDI-49",1
"Synechococcus sp. KORDI-52",1
"Synechococcus sp. Lanier",1
"Synechococcus sp. LL",1
"Synechococcus sp. MW101C3",1
"Synechococcus sp. NIES-970",1
"Synechococcus sp. NKBG042902",1
"Synechococcus sp. NKBG15041c",1
"Synechococcus sp. OG1",1
"Synechococcus sp. RCC307",1
"Synechococcus sp. REDSEA-S01_B1",1
"Synechococcus sp. REDSEA-S02_B4",1
"Synechococcus sp. RS9916",1
"Synechococcus sp. RS9917",1
"Synechococcus sp. SynAce01",1
"Synechococcus sp. TMED155",1
"Synechococcus sp. TMED169",1
"Synechococcus sp. TMED185",1
"Synechococcus sp. TMED187",1
"Synechococcus sp. TMED19",1
"Synechococcus sp. TMED20",1
"Synechococcus sp. TMED205",1
"Synechococcus sp. TMED66",1
"Synechococcus sp. TMED90",1
"Synechococcus sp. Tous",1
"Synechococcus sp. UTEX",1
"Synechococcus WH7803",1
"Synergistes sp. 3_1_syn1",1
"Synergistes sp. Zagget9",1
"Synergistetes bacterium",1
"Syntrophaceticus schinkii",1
"Syntrophobacter fumaroxidans",1
"Syntrophobacter sp. DG_60",1
"Syntrophobacteraceae bacterium",1
"Syntrophobotulus glycolicus",1
"Syntrophomonas palmitatica",1
"Syntrophomonas sp. DTU018",1
"Syntrophomonas sp. DTU019",1
"Syntrophomonas zehnderi",1
"Syntrophorhabdus aromaticivorans",1
"Syntrophothermus lipocalidus",1
"Syntrophothermus sp. DTU052",1
"Syntrophus aciditrophicus",1
"Syntrophus gentianae",1
"Syntrophus sp. GWC2_56_31",1
"Syntrophus sp. RIFOXYC2_FULL_54_9",1
"Tamilnaduibacter salinus",1
"Tamlana agarivorans",1
"Tamlana nanhaiensis",1
"Tamlana sedimentorum",1
"Tamlana sp. s12",1
"Tangfeifania diversioriginum",1
"Tannerella sp. 6_1_58FAA_CT1",1
"Tannerella sp. CAG-118",1
"Tannerella sp. CAG-51",1
"Tanticharoenia sakaeratensis",1
"Tardiphaga robiniae",1
"Tardiphaga sp. OK245",1
"Tardiphaga sp. OK246",1
"Tateyamaria omphalii",1
"Tateyamaria sp. ANG-S1",1
"Tatumella morbirosei",1
"Tatumella ptyseos",1
"Tatumella saanichensis",1
"Tatumella sp. UCD-D_suzukii",1
"Tenacibaculum dicentrarchi",1
"Tenacibaculum holothuriorum",1
"Tenacibaculum jejuense",1
"Tenacibaculum maritimum",1
"Tenacibaculum soleae",1
"Tenacibaculum sp. 47A_GOM-205m",1
"Tenacibaculum sp. HZ1",1
"Tenacibaculum sp. LPB0136",1
"Tenacibaculum sp. MAR_2009_124",1
"Tenacibaculum sp. MAR_2010_89",1
"Tenuibacillus multivorans",1
"Tepidanaerobacter acetatoxydans",1
"Tepidanaerobacter sp. DTU063",1
"Tepidanaerobacter sp. EBM-38",1
"Tepidanaerobacter sp. EBM-49",1
"Tepidanaerobacter syntrophicus",1
"Tepidibacillus decaturensis",1
"Tepidibacillus sp. HK-1",1
"Tepidibacter formicigenes",1
"Tepidibacter thalassicus",1
"Tepidicaulis marinus",1
"Tepidimicrobium xylanilyticum",1
"Tepidimonas fonticaldi",1
"Tepidiphilus margaritifer",1
"Tepidiphilus thermophilus",1
"Terasakiella pusilla",1
"Terasakiella sp. PR1",1
"Terasakiispira papahanaumokuakeensis",1
"Teredinibacter sp. 1162T.S.0a.05",1
"Teredinibacter sp. 991H.S.0a.06",1
"Terrabacter sp. 28",1
"Terrabacter sp. Root181",1
"Terrabacter sp. Root85",1
"Terrabacter sp. Soil810",1
"Terrabacter sp. Soil811",1
"Terracidiphilus gabretensis",1
"Terracoccus sp. 273MFTsu3.1",1
"Terribacillus aidingensis",1
"Terribacillus sp. 7520-G",1
"Terriglobus saanensis",1
"Terriglobus sp. TAA",1
"Terrimicrobium sacchariphilum",1
"Terrimonas ferruginea",1
"Terrisporobacter othiniensis",1
"Tersicoccus phoenicis",1
"Tersicoccus sp. Bi-70",1
"Tessaracoccus bendigoensis",1
"Tessaracoccus flavescens",1
"Tessaracoccus lapidicaptus",1
"Tessaracoccus massiliensis",1
"Tessaracoccus oleiagri",1
"Tessaracoccus sp. NSG39",1
"Tessaracoccus sp. T2.5-30",1
"Tessaracoccus sp. ZS01",1
"Tetragenococcus solitarius",1
"Tetrasphaera australiensis",1
"Tetrasphaera elongata",1
"Tetrasphaera japonica",1
"Tetrasphaera jenkinsii",1
"Tetrasphaera sp. Soil756",1
"Thalassobacillus cyri",1
"Thalassobacillus sp. C254",1
"Thalassobacillus sp. TM-1",1
"Thalassobacter sp. 16PALIMAR09",1
"Thalassobaculum litoreum",1
"Thalassobaculum salexigens",1
"Thalassobium sp. R2A62",1
"Thalassobius aestuarii",1
"Thalassobius maritimus",1
"Thalassolituus sp. HI0120",1
"Thalassomonas actiniarum",1
"Thalassomonas viridans",1
"Thalassospira alkalitolerans",1
"Thalassospira australica",1
"Thalassospira mesophila",1
